,cid,SMILES,MW,AlogP,HBA,HBD,RB,HeavyAtomCount,ChiralCenterCount,ChiralCenterCountAllPossible,RingCount,PSA,Estate,MR,Polar,B,Br,C,Cl,F,Fe,H,N,O,P,S,Si,Charged acceptor groups,Charged amidines,Charged amines,Charged donor groups,Charged imidazoles,Charged imines,Charged NH-imidazoles,Donor groups,H-N,H-O,I,Neutral acceptor groups,Neutral donor groups,Acceptor groups,Aliphatic carbons,Amide hydrogens,Amine or amide hydrogens,Aromatic basic nitrogens,Aromatic carbons,Catch for R-CN4,Charged 4-methoxypyridines,Charged pyridines,Divalent oxygens,Heteroaromatic atoms,Imines hydrogens,N-Pyrrole H,Neutral amines,Neutral imidazoles,Reactive groups,t-Butyls,Tetrazoles,Tribromomethyls,Trichloromethyls,Trifluoromethyls,Triiodomethyls,"1,2-Dicarbonyls",Acyl halides,Alcohols,Aldehydes,Aliphatic esters,Aliphatic ketones,Aliphatic thioesters,Alkyl halides,Alkyl halides wo fluorine,Alkyl sulfonates,Anhydrides,Aromatic N-oxides,Aziridines,beta-Heterosubstituted carbonyls,Carbon Thiols,Carbonyls,Catch for uncharged guanine H,Charged N-O,Diazos,Disulfides,Epoxides,Ethers,Formates,Guanidines,Halopyrimidines,Imines,Imines N donors,Imines NH,Michael acceptors,Neutral carbonyls,Neutral halophosphoric acids,Neutral N-O,Neutral NR3-O,Neutral P(=O)2-R2,Neutral P=O-R3,Neutral sulfenes,Neutral sulfones,Nitriles,Nitros,P=O,Perhalomethylketones,Peroxides,Phosphonate esters,R-N-S-R,R-S-O-R,S=O,Sulfenyl halides,Sulfinyl halides,Sulfonyl halides,Sulphonate esters,Tertiary amines or amides,Thiols,Thiones,Amidines,Aromatic carboxylate bioisosteres,Carboxylic acids or carboxylates,Charged C-PO3-,Charged carboxylic acids,Charged halophosphoric acids,Charged hydroxamic acids,Charged O-PO3,Charged phosphonamides,Charged phosphonic acids,Charged phosphoric acids,Charged phosphorylamides,Charged sulfenic acids,Charged sulfonamides,Charged sulfonic acids,Charged sulfuric acids,Hydroxamates,Acetylhydrazides,Acidic hydrogens,Charged 2-aminopyridines,Charged 2-nitrophenols,"Charged 3,5-nitrophenols",Charged 4-aminopyridines,Charged 4-nitrophenols,Charged alkylthiols,Charged anilines,Charged dialkyl anilines,Charged diaminobenzenes,Charged enamines,Charged guanidines,Charged tetrazoles,Actinide series,Alkali metals,Alkaline-earth metals,Lanthanide series,Neutral pyridines,Nitroalkanes,Noble gases,Other metals,Phosphines,Silyl enol ethers,Toxic nonmetals,Transition metals,Azides,Carbodiimides,carbons,Diazoniums,Iron binding groups,Isocyanates,Isonitriles,Isothiocyanates,Metals,Phosphinyl halides,Phosphonyl halides,sp3carbon,Molecular weight,Num aliphatic rings,Num aromatic rings,Num atoms,Num chiral centers,Num heavy atoms,Num heteroaromatic rings,Num molecules,Num negative atoms,Num positive atoms,Num residues,Num rings,Num rotatable bonds,Percent helix,Percent loop,Percent strand,Total charge,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,Jm
71,104,c1cccc(c1C=O)O[C@@H](O2)[C@H](O)[C@H](O)[C@H](O)[C@@H]2CO,284.2619,-0.5824,7,4,4,20,5,5,2,134.74,59.498999999999995,66.7743,29.677,0,0,13,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,4,5,13,0,0,0,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,6,284.26827000000003,1,1,36,5,20,0,1,0,0,1,2,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,-2.0,284.265,9.23,507.788,126.81299999999999,235.158,145.817,0.0,871.677,4.0,11.25,0.0977317,0.0443098,0.8690667999999999,24.986,9.927999999999999,21.461,18.707,-1.188,-1.47,-1.405,-4.346,58.331,-1.994,22.932,-4.572,9.442,0.39299999999999996,4.0,-1.018,2.0,51.598,0.0,0.0,7.0,0.0,0.0,12.0,0.0,12.0,5.0,20.0,0.25842055
72,128,C=C1C(=O)O[C@H]([C@H]2O)[C@@H]1C\C=C(\[C@H](CC3)OO)C[C@]23C,280.3163,1.7716,5,2,1,20,5,5,3,92.772,50.583,71.377,28.226999999999997,0,0,15,0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,2,3,15,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,10,280.32365,3,0,40,5,20,0,1,0,0,1,3,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,-1.0,280.32,3.247,467.21,269.988,156.474,40.748000000000005,0.0,849.857,2.0,8.1,0.0124025,0.0245182,0.9287174000000001,25.678,8.344,15.652000000000001,12.21,0.34700000000000003,-1.8259999999999998,-1.936,-2.88,325.129,-0.887,146.873,-3.8760000000000003,10.016,0.43700000000000006,5.0,-0.557,3.0,73.941,0.0,0.0,5.0,0.0,0.0,14.0,0.0,11.0,9.0,20.0,0.556951215
73,129,OCC(=O)[C@]1(O)CC[C@H]([C@]12C)[C@H]3[C@H]([C@@H](C2)O)[C@]4(C)C(CC3)=CC(=O)CC4,362.4599,0.8968,5,3,2,26,7,7,4,110.29,64.083,97.399,38.104,0,0,21,0,0,0,30,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,3,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,17,362.47025,4,0,56,7,26,0,1,0,0,1,4,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-2.0,362.465,7.961,585.915,365.833,191.75400000000002,28.329,0.0,1100.868,3.0,8.15,0.057564300000000006,0.0240926,0.8800089,34.963,10.770999999999999,21.076999999999998,13.945,1.604,-3.114,-3.44,-3.609,150.487,-1.389,63.873999999999995,-4.474,10.176,0.196,5.0,-0.08800000000000001,3.0,75.31,0.0,0.0,5.0,0.0,0.0,17.0,0.0,17.0,14.0,26.0,0.004396819000000001
74,130,c1ccccc1[C@H](OCC[NH+](C)C)c2c(C)cccc2,270.3893,2.3104,1,0,6,20,1,1,2,11.539000000000001,38.501,82.8702,40.007,0,0,18,0,0,0,24,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,18,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,6,270.39808,0,2,44,1,20,0,1,0,1,1,2,6,0,0,0,1,1.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,269.38599999999997,2.008,563.431,269.022,0.006999999999999999,294.403,0.0,997.788,0.0,3.7,0.0040426,0.0,0.8570698,32.736,9.582,12.134,5.399,3.489,-2.7569999999999997,-2.7489999999999997,-5.975,2470.22,0.6,1454.556,-1.969,9.026,-0.218,6.0,0.27,3.0,100.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,12.0,0.0,20.0,5.019916282
75,131,C=C1C(=O)O[C@H]([C@H]12)CC(=C)[C@H](O)CCC(\C)=C\[C@@H]2O,264.3169,1.7428,4,2,0,19,4,4,2,80.608,49.0,71.9593,28.171999999999997,0,0,15,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,2,3,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,8,264.32425,2,0,39,4,19,0,1,0,0,1,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,264.32099999999997,4.602,466.089,276.998,136.57299999999998,52.518,0.0,837.615,2.0,6.4,0.0252828,0.019419,0.9219898999999999,25.943,8.124,14.936,10.698,1.021,-2.3480000000000003,-1.992,-3.045,502.091,-0.688,234.926,-3.563,9.976,0.201,6.0,-0.317,3.0,81.262,0.0,0.0,4.0,0.0,0.0,13.0,0.0,5.0,7.0,19.0,0.32402026
76,144,c1ccnc(c1C([O-])=O)Nc(c2C)cccc2Cl,261.6837,2.8485,1,1,3,18,0,0,2,64.512,49.613,67.0274,32.333,0,0,13,1,0,0,10,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,1,13,0,1,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,1,261.68985,0,2,28,0,18,1,1,1,0,1,2,3,0,0,0,-1,0.0,0.0,0.0,1.0,0.0,3.0,0.0,-1.0,262.695,1.278,481.426,60.625,99.181,261.219,60.401,805.198,1.0,2.5,0.0020277999999999997,0.005192899999999999,0.8694351999999999,26.638,8.865,11.607999999999999,6.6160000000000005,4.718,-4.0089999999999995,-4.239,-3.083,287.717,-0.344,350.647,-2.1390000000000002,8.431000000000001,0.6709999999999999,4.0,0.039,3.0,100.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,12.0,0.0,18.0,0.22733819100000002
77,159,[O-]C(=O)c(c1)oc(c12)cccc2,161.1342,1.2612,1,0,1,12,0,0,2,53.27,36.168,36.8888,19.572,0,0,9,0,0,0,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,161.1384,0,2,17,0,12,1,1,1,0,1,2,1,0,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,181,[O-]C(=O)c1c(O)c(I)cc(I)c1,388.9059,1.6456,1,1,1,12,0,0,1,60.36,38.575,57.0489,26.199,0,0,7,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,1,2,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,388.90896000000004,0,1,15,0,12,0,1,1,0,1,1,2,0,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,221,O[C@H](O1)[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1CO[C@H](O2)[C@@H](O)[C@@H](O)[C@@H](O)[C@H]2CO,342.2965,-4.2603,11,8,4,23,10,10,2,193.77200000000002,74.83,68.3367,28.253,0,0,12,0,0,0,22,0,11,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,8,8,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,342.30253999999996,2,0,45,10,23,0,1,0,0,1,2,12,0,0,0,0,7.0,0.0,0.0,0.0,0.0,12.0,2.0,-2.0,342.29900000000004,6.0329999999999995,571.245,240.472,330.774,0.0,0.0,977.293,8.0,18.7,0.0372452,0.09258989999999999,0.83373,25.252,11.385,30.579,30.833000000000002,-4.0169999999999995,-1.34,0.11699999999999999,-4.2219999999999995,7.231,-3.332,2.401,-6.4639999999999995,10.556,-1.724,7.0,-1.518,1.0,0.0,0.0,0.0,11.0,2.0,2.0,12.0,0.0,12.0,10.0,23.0,0.0053826609999999995
80,224,O=C1O[C@@H]2C[C@@H](C(C)(C)C)[C@]3([C@H](O4)OC(=O)[C@H]3O)[C@@]2([C@@]145)C[C@H]6[C@]5(O)[C@H](C)C(=O)O6,408.3992,-0.0212,9,2,1,29,10,10,6,143.059,77.249,90.1737,36.91,0,0,20,0,0,0,24,0,9,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,2,5,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,17,408.40887999999995,6,0,53,10,29,0,1,0,0,1,6,3,0,0,0,0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,-2.0,408.404,11.788,534.102,352.064,182.03799999999998,0.0,0.0,1049.404,1.0,11.2,0.1324168,0.020969799999999997,0.9350521999999999,33.917,9.837,20.594,14.077,0.057,-1.68,-3.3789999999999996,-2.583,186.05,-1.005,80.335,-4.586,10.991,-0.193,3.0,-0.7340000000000001,3.0,67.904,0.0,0.0,9.0,0.0,0.0,19.0,0.0,19.0,12.0,29.0,0.221003573
81,315,c1coc(c12)c(OC)c3c(c2)ccc(=O)o3,216.1895,2.0712,4,0,1,16,0,0,3,56.801,39.501999999999995,52.9056,26.767,0,0,12,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,0,0,0,11,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,216.19516000000002,0,3,24,0,16,2,1,0,0,1,3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,216.19299999999998,8.002,395.22,86.594,71.539,237.08700000000002,0.0,661.062,0.0,3.75,0.0968574,0.0,0.9285839,21.924,6.843999999999999,10.186,6.242999999999999,1.564,-1.58,-2.7039999999999997,-3.818,2077.2870000000003,-0.05,1090.25,-1.9069999999999998,9.09,1.109,2.0,-0.509,3.0,95.48100000000001,0.0,0.0,4.0,0.0,0.0,13.0,0.0,13.0,0.0,16.0,70.43015459
82,323,Cc1cc(=O)[nH]c(=S)[nH]1,142.1789,1.0768,1,2,0,9,0,0,1,65.446,24.668000000000003,41.1519,17.325,0,0,5,0,0,0,6,2,1,0,1,0,0,0,0,2,0,0,0,2,2,0,0,1,2,1,5,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,142.18036999999998,0,1,15,0,9,1,1,0,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,142.175,6.3839999999999995,331.902,95.229,117.524,38.077,81.072,490.517,2.0,3.0,0.0830832,0.012782799999999999,0.9062703000000001,13.84,4.735,9.958,7.489,0.585,-1.262,-1.38,-3.23,761.055,-0.192,1023.966,-3.551,9.211,1.393,1.0,-0.5760000000000001,3.0,81.943,0.0,0.0,3.0,0.0,0.0,6.0,0.0,6.0,0.0,9.0,0.68797561
83,348,CC1(C)OC(=O)C[C@H](OC(=O)C)[C@@]2(C)[C@H]1CC(=O)[C@]3(C)[C@@H]2CC[C@@]4(C)[C@@H](OC(=O)[C@H]([C@]345)O5)c6ccoc6,514.5642,1.6465,9,0,3,37,9,9,6,146.241,90.75,123.7353,52.468,0,0,28,0,0,0,34,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,4,28,0,0,0,4,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,20,514.57778,5,1,71,9,37,1,1,0,0,1,6,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,-1.0,514.571,5.3660000000000005,648.967,359.908,167.49099999999999,121.56700000000001,0.0,1372.629,0.0,12.5,0.020980099999999998,0.0,0.9204025,49.297,12.988,24.018,15.339,1.146,-1.807,-4.315,-3.4,255.611,-0.815,113.243,-4.082,9.533,-0.10300000000000001,4.0,-0.7829999999999999,3.0,63.787,0.0,0.0,9.0,1.0,0.0,25.0,3.0,17.0,14.0,37.0,0.6637545539999999
84,349,c1cccc(C([O-])=O)c1C(=O)c2ccc(cc2)OC,255.2454,2.1444,2,0,4,19,0,0,2,77.203,54.501999999999995,67.5773,32.823,0,0,15,0,0,0,11,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,15,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,1,255.25252000000003,0,2,30,0,19,0,1,1,0,1,2,4,0,0,0,-1,0.0,0.0,0.0,1.0,0.0,4.0,0.0,-1.0,256.257,2.426,481.897,92.958,116.524,272.415,0.0,819.802,1.0,4.75,0.007177500000000001,0.0098569,0.8790561,26.688000000000002,8.845,12.710999999999999,8.785,2.951,-3.411,-3.28,-2.9810000000000003,197.017,-0.6829999999999999,108.7,-2.323,9.44,0.6729999999999999,1.0,-0.361,3.0,85.292,0.0,0.0,4.0,0.0,0.0,12.0,0.0,12.0,0.0,19.0,1.953312991
86,461,c1cccc(c1CO)O[C@@H](O2)[C@H](O)[C@H](O)[C@H](O)[C@@H]2CO,286.2778,-0.9463,7,5,4,20,5,5,2,122.117,57.998999999999995,66.9992,30.228,0,0,13,0,0,0,18,0,7,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,5,5,13,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7,286.28421000000003,1,1,38,5,20,0,1,0,0,1,2,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,-2.0,286.281,3.799,510.06699999999995,165.8,201.752,142.514,0.0,883.2739999999999,5.0,10.95,0.0163408,0.0480034,0.8728406999999999,24.776999999999997,10.03,21.372,19.412,-0.875,-1.475,-1.537,-4.269,120.971,-1.744,50.446999999999996,-3.872,8.972000000000001,-0.434,5.0,-0.971,2.0,59.101000000000006,0.0,0.0,7.0,0.0,0.0,12.0,0.0,12.0,5.0,20.0,1.2892968679999999
87,463,O=C(O1)[C@H](C)[C@@H]([C@@H](C2)O)[C@@H]1C([C@]23C)=C(C)C(=O)C=C3,262.301,1.1235,4,1,0,19,5,5,3,85.62299999999999,48.25,70.4027,27.039,0,0,15,0,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,3,15,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,9,262.30831,3,0,37,5,19,0,1,0,0,1,3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,262.305,7.6770000000000005,475.47,269.934,142.766,62.77,0.0,839.5060000000001,1.0,6.7,0.0702057,0.014091299999999998,0.9051574,27.4,7.912999999999999,14.842,10.105,0.92,-2.563,-2.347,-3.366,438.585,-0.6579999999999999,202.98,-3.8339999999999996,10.162,0.867,4.0,-0.353,3.0,79.619,0.0,0.0,4.0,0.0,0.0,13.0,0.0,13.0,6.0,19.0,0.10516200199999999
88,465,O=C(O1)[C@H](C)[C@@H](CC2)[C@H]1C([C@@]23C)=C(C)C(=O)C=C3,246.3016,2.3548,3,0,0,18,4,4,3,64.726,42.417,68.8322,26.401999999999997,0,0,15,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,15,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,9,246.30891,3,0,36,4,18,0,1,0,0,1,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,246.305,8.886000000000001,477.254,308.892,105.575,62.787,0.0,829.415,0.0,5.0,0.09519119999999999,0.0,0.8945335999999999,27.639,7.256,12.715,6.938,1.614,-2.6430000000000002,-2.375,-3.5380000000000003,987.95,-0.316,488.269,-3.2439999999999998,10.082,0.7959999999999999,3.0,-0.312,3.0,89.99600000000001,0.0,0.0,3.0,0.0,0.0,13.0,0.0,13.0,6.0,18.0,0.319338054
89,482,CC(=O)OC[C@H](O1)[C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@@]1(COC(=O)C)O[C@H](O2)[C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]2COC(=O)C,678.5899,-1.2777,19,0,21,47,9,9,2,286.747,140.25,141.9861,58.301,0,0,28,0,0,0,38,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,28,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,20,678.60366,2,0,85,9,47,0,1,0,0,1,2,21,0,0,0,0,4.0,0.0,0.0,0.0,0.0,13.0,10.0,-2.0,678.597,2.741,893.4810000000001,637.214,256.267,0.0,0.0,1850.068,0.0,19.2,0.0040619,0.0,0.8157142,59.538000000000004,16.867,30.647,19.656,0.24100000000000002,-0.9790000000000001,-4.655,-4.513999999999999,36.789,-2.7880000000000003,13.934000000000001,-4.994,10.96,-0.7020000000000001,0.0,-1.699,2.0,30.462,0.0,0.0,19.0,2.0,0.0,11.0,0.0,11.0,9.0,47.0,0.7212486159999999
